,name,city,state,twitter_handle
35089,Celebrity Tanning,Phoenix,AZ,BellaOrganici
35090,Nirvana Pool,Las Vegas,NV,Nirvana_pool
35091,Citrine Natural Beauty Bar,Phoenix,AZ,citrinebeautyaz
35092,First Bank,Phoenix,AZ,FirstBankngr
35093,Continuum Advanced Healthcare,Las Vegas,NV,InspiraHN
35094,The Turnhouse Grille,Charlotte,NC,turnhousegrille
35095,Raising Cane's,Las Vegas,NV,Raising_Canes
35096,Someburros,Gilbert,AZ,Someburros
35097,JCPenney,Phoenix,AZ,jcpenney
35098,Juke Records,Pittsburgh,PA,jukerecords
35099,Greulich's Automotive Service,Gilbert,AZ,GreulichsAZ
35100,Staples,Gilbert,AZ,Staples
35101,Origins,Phoenix,AZ,Origins
35102,Sprint Store,Phoenix,AZ,Pasadena_Sprint
35103,Terminix,Gilbert,AZ,Terminix
35104,Deportes America,Phoenix,AZ,ESPNDeportes
35105,Life Storage,Phoenix,AZ,LifeStorage
35106,Firehouse Subs,Las Vegas,NV,FirehouseSubs
35107,Smog Busters,Las Vegas,NV,SMOGBustersCA
35108,Tommy's Pub,Charlotte,NC,TommyOBryansPub
35109,Lee's Sandwiches,Las Vegas,NV,leesandwiches
35110,The Rainmaker Institute,Gilbert,AZ,Law_Marketing
35111,Stone Fox,Las Vegas,NV,TheStoneColdFox
35112,Desert Radiology,Henderson,NV,DesertRadiology
35113,Starbucks,Pittsburgh,PA,Starbucks
35114,Boca Park Animal Hospital,Las Vegas,NV,JohnEnsign
35115,Joey Smoke Shop,Gilbert,AZ,Joey_Smoke_Shop
35116,Elmwood Cemetery,Charlotte,NC,ElmwoodCemetery
35117,Happy Grill,Charlotte,NC,KellieIsHappy
35118,BBVA Compass,Phoenix,AZ,BBVACompass
35119,Bb&t,Charlotte,NC,steveaoki
35120,Outback Steakhouse,Charlotte,NC,Outback
35121,Youfit Health Clubs,Phoenix,AZ,youfit
35122,Colonial Barber Shop,Charlotte,NC,colonialbarbers
35123,Dollar General,Las Vegas,NV,DollarGeneral
35124,Tropicana Pizza,Las Vegas,NV,TropicanaPizza
35125,Sam's Trans,Scottsdale,AZ,Sam_Orchard
35126,Tommy Hilfiger,Chandler,AZ,TommyHilfiger
35127,Slaughter & Associates,Chandler,AZ,slaughterinvest
35128,Las Vegas Dental Group,Las Vegas,NV,LasVegasDentalG
35129,Teriyaki Madness,Las Vegas,NV,teriyakimad
35130,Sears Optical,Phoenix,AZ,lloyd_center
35131,District South,Charlotte,NC,SFWMD
35132,Dairy Queen,Phoenix,AZ,DairyQueen
35133,Zookz Sandwiches,Phoenix,AZ,ZookzSandwiches
35134,Cutter Law Firm,Las Vegas,NV,CutterLawFirm1
35135,Waterfront Bike Rental,Pittsburgh,PA,UpCyclesZA
35136,American Legion Post 39,Gilbert,AZ,alpost39
35137,Banner Urgent Care,Chandler,AZ,UrgentCareExtra
35138,"Climate Pro, LLC",Chandler,AZ,EricaOzment1
35139,T-Mobile,Chandler,AZ,TMobile
35140,Bank of the West,Las Vegas,NV,BankoftheWest
35141,REI,Las Vegas,NV,REI
35142,World Market,Charlotte,NC,worldmarket
35143,Reverent Tattoo,Las Vegas,NV,ReverentTattoo
35144,Phoenix Lockmaster,Phoenix,AZ,PhxLockmaster
35145,Jack in the Box,Las Vegas,NV,JackBox
35146,Dig This,Las Vegas,NV,pamandgela
35147,Valley Women For Women,Gilbert,AZ,GoUTRGV
35148,Rapid iPhone Repair,Gilbert,AZ,RapidRepair
35149,Public Storage,Charlotte,NC,PublicStorage
35150,George & Dragon,Phoenix,AZ,GeorgeNDragonW3
35151,Access Capital Group,Phoenix,AZ,CapAccessGrp
35152,99 Cents Only Stores,Mesa,AZ,99Only
35153,Diamond Lounge,Las Vegas,NV,BDiamondLounge
35154,Figaro's Pizza,Phoenix,OR,FigarosPizza
35155,L7 Marketing + PR,Phoenix,AZ,L7marketingPR
35156,Vera Bradley,Phoenix,AZ,verabradley
35157,Makeup By Debbie Verver,Phoenix,AZ,MakeupByDebbieV
35158,Energetic Life Healing,Tempe,AZ,agiser
35159,US Bank,Tempe,AZ,usbank
35160,Affinity Medical,Tempe,AZ,glowtitude
35161,Francesca Collection,Las Vegas,NV,francescaneill
35162,Budget Car Rental,Charlotte,NC,Budget
35163,Cook Out,Charlotte,NC,CookOut
35164,Fox & Hound,Charlotte,NC,SlyFoxHound
35165,Empire Beauty School,Charlotte,NC,EmpireBeauty
35166,TLC Laser Eye Centers,Charlotte,NC,TLCVision
35167,Greenfield Family Medicine,Mesa,AZ,DrKatieMD
35168,Curo,Mesa,AZ,JamieCuro
35169,Roundabout Brewery,Pittsburgh,PA,RoundaboutBrew
35170,Icon Dental,Las Vegas,NV,Seffinisto
35171,Arcadia 30,Phoenix,AZ,NorCalNM
35172,Ron Jon Surf Shop,Las Vegas,NV,ronjons
35173,QuikTrip,Tempe,AZ,QuikTrip
35174,Crêpe Bar,Tempe,AZ,Pauleys
35175,Burger King,Las Vegas,NV,BurgerKing
35176,Leticia,Las Vegas,NV,LeticiaBufoni
35177,Forthright Funding,Scottsdale,AZ,ForthrightFund
35178,Nathan's Famous,Las Vegas,NV,originalnathans
35179,US Egg,Tempe,AZ,thehappyeggco
35180,Poole Shop,Charlotte,NC,PooleWaterstone
35181,Crate & Barrel,Charlotte,NC,CrateandBarrel
35182,Ross Dress for Less,Phoenix,AZ,Ross_Stores
35183,A World of Tile,Scottsdale,AZ,AWorldOfTile
35184,Starbucks,Scottsdale,AZ,Starbucks
35185,Ace Lock,Pittsburgh,PA,Alex_ACE_Lock
35186,Circle K,Phoenix,AZ,CircleKStores
35187,Pittsburgh Center for Creative Reuse,Pittsburgh,PA,creative_reuse
35188,Jamba Juice,Chandler,AZ,JambaJuice
35189,Lexus of Chandler,Chandler,AZ,lexusofchandler
35190,Tom and Lin Catering,Phoenix,AZ,TastetheTLC
35191,McAlister's Deli,Charlotte,NC,McAlistersDeli
35192,WFM Restoration,Las Vegas,NV,WFM_Restoration
35193,Pawn Now,Phoenix,AZ,BobbyJaniec
35194,As They Grow,Las Vegas,NV,AsTheyGrowUp
35195,Ashtanga Vegas,Las Vegas,NV,NamasteYogaLV
35196,Fuzion Skin & Body,Chandler,AZ,FuzionSkinBody
35197,Firestone Complete Auto Care,Chandler,AZ,FirestoneAuto
35198,Outback Steakhouse,Chandler,AZ,Outback
35199,Just Fit,Charlotte,NC,JoeyThurmanFit
35200,Lab Corp,Las Vegas,NV,WatersCorp
35201,Bellstyles,Phoenix,AZ,BellStyles
35202,La Estancia,Phoenix,AZ,EstanciaLaJolla
35203,CCAC-Allegheny,Pittsburgh,PA,CCACAlerts
35204,Premier Pain Institute,Phoenix,AZ,PsiPremier
35205,Sichuan Gourmet,Pittsburgh,PA,SichuanGourmet1
35206,Charlotte Root Canal Center,Charlotte,NC,cltrootcanal
35207,Johnny Locksmith,Phoenix,AZ,JohnnyDeLuca7
35208,Midtown Roots,Phoenix,AZ,MidtownRoots
35209,Café Zupas,Las Vegas,NV,CafeZupas
35210,Butcher and the Rye,Pittsburgh,PA,butcherntherye
35211,McDonald's,Charlotte,NC,McDonalds
35212,Bruegger's Bagels,Charlotte,NC,Brueggers
35213,Nadeau - Furniture with a Soul,Charlotte,NC,NadeauNashville
35214,Terrible Herbst,Las Vegas,NV,TerribleHerbst
35215,Arby's,Gilbert,AZ,Arbys
35216,Victoria's Secret,Henderson,NV,VictoriasSecret
35217,Noda Bodega,Charlotte,NC,NoDaBodega
35218,Trainer Mike,Mesa,AZ,trainerMMaker
35219,One Medical,Phoenix,AZ,onemedical
35220,I Do Updo,Las Vegas,NV,idoupdo
35221,Bank of America,Scottsdale,AZ,BankofAmerica
35222,Silverleaf Realty,Scottsdale,AZ,silverleafrlty
35223,Quaker Steak & Lube,Pittsburgh,PA,quakersteak
35224,Vape City,Las Vegas,NV,vape_mc
35225,MMA Lab,Phoenix,AZ,TheMMALAB
35226,Conway Real Estate,Gilbert,AZ,ConwayRealE
35227,Rocky's,Pittsburgh,PA,creedmovie
35228,Fazio's Pizza,Pittsburgh,PA,GaiaFazioo
35229,Lane Bryant,Mesa,AZ,lanebryant
35230,Checkers,Las Vegas,NV,CheckersSA
35231,Jersey Mike's Subs,Charlotte,NC,jerseymikes
35232,Pop-A-Lock,Charlotte,NC,popalockconroe
35233,terraFITNESS,Pittsburgh,PA,terrafitness
35234,Penske Truck Rental,Scottsdale,AZ,PenskeMoving
35235,"Ultimate ""U"" Medical",Las Vegas,NV,UPmedicaluk
35236,American Campground,Las Vegas,NV,woodallscm
35237,Visionworks,Gilbert,AZ,VisionWorksLife
35238,RD Smith Law,Scottsdale,AZ,RDSmithLaw
35239,Gravity Finance,Scottsdale,AZ,zerogravitymgmt
35240,Campbell & Associates,Charlotte,NC,mariannecampbel
35241,Ideal Services,Henderson,NV,IdealPregnancyS
35242,Ramon's Lawn Service,Phoenix,AZ,RamonsLawnSer
35243,7-Eleven,Las Vegas,NV,7eleven
35244,Over Easy,Phoenix,AZ,OVEREASYOmaha
35245,The Young Agency,Phoenix,AZ,YoungRubicam
35246,29th Street Auto,Phoenix,AZ,29thStreetAuto
35247,McDonald's,Charlotte,NC,McDonalds
35248,Mephisto,Charlotte,NC,FrankieJonas
35249,Terra West Management Services,Henderson,NV,TammyBurns1
35250,American Estate & Trust,Las Vegas,NV,RealEstateADC
35251,Nutrishop,Charlotte,NC,NutrishopWHills
35252,Dunkin' Donuts,Charlotte,NC,dunkindonuts
35253,OrthoCarolina,Charlotte,NC,OrthoCarolina
35254,Uncle Bear's Brewery,Phoenix,AZ,unclebearsbrew
35255,Americas Cuba Travel,Phoenix,AZ,AmericasCuba
35256,Amazing Las Vegas Comic Con,Las Vegas,NV,AmazingComicCon
35257,Phoenix Garage Door Service,Phoenix,AZ,GarageDoors_USA
35258,Boba Hut,Las Vegas,NV,TheBobaHut
35259,Life Time Fitness,Gilbert,AZ,dfreeman30
35260,National Title Company,Las Vegas,NV,stephenbsanders
35261,Circle K,Mesa,AZ,CircleKStores
35262,Domino's Pizza,Las Vegas,NV,dominos
35263,Water Mart,Phoenix,AZ,ConservationM
35264,Tony's Mexican Food,Las Vegas,NV,TonyMexicanFood
35265,Bank of America,Las Vegas,NV,BankofAmerica
35266,Red Ribbon Bakeshop,Las Vegas,NV,RedRibbonUSA
35267,Little Caesars Pizza,Las Vegas,NV,littlecaesarsmx
35268,Wendy's,Mesa,AZ,Wendys
35269,PRI Graphics,Phoenix,AZ,PRIGraphicsAZ
35270,Ross Dress for Less,Charlotte,NC,Ross_Stores
35271,CrossFit Insidious,Mesa,AZ,Cfinsidious
35272,Flying Basset Brewing,Gilbert,AZ,FlyingBBrewing
35273,Blossom Day Spa,Phoenix,AZ,BlossomDaySpa
35274,Thompson & Volquardsen,Phoenix,AZ,tandvlaw
35275,Conn's HomePlus,Charlotte,NC,ConnsInc
35276,Soundwaves Productions,Gilbert,AZ,JamesLinton3
35277,Sanchioli Bakery,Pittsburgh,PA,SanchioliBakery
35278,Circle K,Gilbert,AZ,CircleKStores
35279,Animal Clipper,Mesa,AZ,AndisAnimalClip
35280,Raising Cane's,Las Vegas,NV,Raising_Canes
35281,Starbucks,Las Vegas,NV,Starbucks
35282,Compare Foods,Charlotte,NC,healthstarsau
35283,honeygrow,Pittsburgh,PA,honeygrow
35284,Lovely Day Media,Henderson,NV,LovelyDayMedia
35285,Central Nails,Phoenix,AZ,Central_Nails
35286,Tabitha Osman,Charlotte,NC,CharlotteHair
35287,Marc's Tree Service,Charlotte,NC,MarcsTreeSerICT
35288,David Yurman,Charlotte,NC,DavidYurman
35289,Marketplace Cafe,Charlotte,NC,AMCTheatres
35290,Firestone Complete Auto Care,Scottsdale,AZ,FirestoneAuto
35291,Community Tire Pros & Auto Repair,Phoenix,AZ,CommunityTire
35292,Tux Express,Scottsdale,AZ,HolidayInnExTux
35293,The Balloon People,Scottsdale,AZ,Tibetballoon
35294,Benedict's,Scottsdale,AZ,CSBSJU
35295,Popeyes Louisiana Kitchen,Las Vegas,NV,PopeyesChicken
35296,Saigon Night,Charlotte,NC,SaigonStreat
35297,Milk Run,Phoenix,AZ,LocalMilkRun
35298,Magic Steam,Scottsdale,AZ,FelixAK
35299,Total Wine & More,Phoenix,AZ,TotalWine
35300,Super 8 Hotel,Mesa,AZ,super8_hotel
35301,Terrible Herbst,Las Vegas,NV,TerribleHerbst
35302,NextCare Urgent Care,Mesa,AZ,NextCare
35303,Hog Car Tours,Las Vegas,NV,HogCarTours
35304,Public Storage,Las Vegas,NV,PublicStorage
35305,Fired Pie,Chandler,AZ,FiredPie
35306,Dunkin' Donuts,Phoenix,AZ,dunkindonuts
35307,Fallout Games,Phoenix,AZ,GopherGaming
35308,Lucky Limousine,Las Vegas,NV,LuckyLimoLV
35309,Franco's Pizza,Pittsburgh,PA,Francos_Pizza
35310,Skin Concepts,Tempe,AZ,FortConcept
35311,"Meyer Law, P.C.",Gilbert,AZ,MSEKATTORNEYS
35312,Mar Da Barber,Las Vegas,NV,mardabarber
35313,Hon-Man Auto Care,Tempe,AZ,HonManAutoCare
35314,DP Dough,Tempe,AZ,Cbass_Rivera
35315,Twin Peaks,Scottsdale,AZ,SHO_TwinPeaks
35316,Yellow Scooters,Las Vegas,NV,WeeYellowScoot
35317,Bella Makeup,Phoenix,AZ,LunaBellaMUA
35318,China Passion,Las Vegas,NV,Telihana
35319,XO Windows,Phoenix,AZ,Windows_ends_xo
35320,Chronic Tacos,Las Vegas,NV,chronictacos
35321,Rent-A-Center,Henderson,NV,RentACenter
35322,Streak Patrol,Phoenix,AZ,StreakPatrol
35323,Chase Bank,Phoenix,AZ,Chase
35324,Celebrity Theatre,Phoenix,AZ,LondonNet
35325,Alpha Omega Fitness,Phoenix,AZ,AOFN124
35326,Bank of America,Las Vegas,NV,BankofAmerica
35327,Bank of America,Charlotte,NC,BankofAmerica
35328,Firestone Complete Auto Care,Phoenix,AZ,FirestoneAuto
35329,Greenfield Veterinary Hospital,Pittsburgh,PA,ERforAnimals
35330,Trendy Wall Designs,Las Vegas,NV,TrendyWalls
35331,Hand & Stone Massage and Facial Spa,Phoenix,AZ,HandAndStoneLS
35332,Country Dance Guy,Chandler,AZ,CountryDanceGuy
35333,The Pet Shop,Mesa,AZ,petshopboys
35334,Eastridge Family Dentistry,Mesa,AZ,EastridgeFamily
35335,Panda Express,Phoenix,AZ,PandaExpress
35336,LVAC Juice Bar,Las Vegas,NV,LVACJuiceBar
35337,Ulta Beauty,Las Vegas,NV,ultabeauty
35338,Europe Nails,Pittsburgh,PA,DonovanTim
35339,Wise County Biscuits,Pittsburgh,PA,WiseCoBiscuits
35340,Cohen Family Law,Phoenix,AZ,FamilyLawWS
35341,Salon 7,Phoenix,AZ,JYSexton
35342,Pho Cali,Charlotte,NC,TannazE2012
35343,Indulge Yourself Salon,Scottsdale,AZ,RivaNo_6
35344,Sunrise Preschools,Gilbert,AZ,SunriseSchools
35345,Mariscos Ensenada,Phoenix,AZ,mariscosensena2
35346,Chase Bank,Scottsdale,AZ,Chase
35347,St. Patrick Catholic Community,Scottsdale,AZ,StPatrickLou
35348,Fitness By Design,Scottsdale,AZ,fitnessbydesign
35349,Rocky Mountain Chocolate Factory,Charlotte,NC,RockyMtnChocInc
35350,99 Cents Only Stores,Scottsdale,AZ,99Only
35351,Innova Medical & Spa,Phoenix,AZ,InMedSpa
35352,Sheraton Crescent Hotel,Phoenix,AZ,AZSheraton
35353,McDonald's,Phoenix,AZ,McDonalds
35354,Southern Table,Las Vegas,NV,FriedChickenLDN
35355,Magic Smiles Dental,Phoenix,AZ,MagicSmilesAZ
35356,Rosita's Place,Phoenix,AZ,RositasPlacePdx
35357,New India Bazaar,Phoenix,AZ,nfdcindia
35358,All Things Tax,Gilbert,AZ,TaxAddict
35359,Remax Platinum,Henderson,NV,SteveWickland
35360,Everything Medical,Las Vegas,NV,nlimedspa
35361,Libertine Social,Las Vegas,NV,stephendale81
35362,O'Reilly Auto Parts,Mesa,AZ,oreillyauto
35363,Carve,Pittsburgh,PA,Kavya
35364,Little Caesar's Pizza,Mesa,AZ,Necro_knight
35365,Hwy 55 Burgers Shakes & Fries,Charlotte,NC,Hwy55Burgers
35366,Mike The Plumber,Charlotte,NC,mobileAgent
35367,Technical Systems Support,Gilbert,AZ,TechSafetyBC
35368,Liquor Basket,Phoenix,AZ,Possumtowngirl
35369,Karls Technology,Tempe,AZ,karlstechnology
35370,The Electric Service Company,Las Vegas,NV,sectv
35371,Panorama Towers,Las Vegas,NV,LVPanorama
35372,The Stone Collection,Phoenix,AZ,asworship
35373,Henderson Christian Academy,Henderson,NV,CCAhsathletics
35374,Hogan Chiropractic,Las Vegas,NV,KilleenChiro
35375,O'Reilly Auto Parts,Las Vegas,NV,oreillyauto
35376,Life Recovery Wellness,Scottsdale,AZ,VirginiaDBHDS
35377,Deck Services,Phoenix,AZ,Hiphopondeckcom
35378,Art of Music,Las Vegas,NV,thebukuproject
35379,Fifth Third Bank,Charlotte,NC,FifthThird
35380,BikeSource,Charlotte,NC,BikeSource_clt
35381,Subway,Scottsdale,AZ,SUBWAY
35382,The Clock Doctor,Scottsdale,AZ,DoctorWhoTEC
35383,Metropark Store,Las Vegas,NV,MPLaCantera
35384,Extra Space Storage,Pittsburgh,PA,extraspace
35385,Nekter Juice Bar,Chandler,AZ,NekterJuiceBar
35386,Chrome Nightclub,Chandler,AZ,AZChrome
35387,Carolina Dental Arts,Charlotte,NC,Dental_Arts
35388,Sunrise Pediatrics,Las Vegas,NV,SunrisePed
35389,Changing Hands,Phoenix,AZ,changinghands
35390,Einstein Bros Bagels,Las Vegas,NV,EinsteinBros
35391,US Post Office,Phoenix,AZ,USPS
35392,Beer Bourbon & BBQ Festival,Charlotte,NC,BeerBourbonBBQ
35393,Smart Automotive,Phoenix,AZ,cs_autoteam
35394,Elite Tech Services,Phoenix,AZ,EliteTechServs
35395,Dollar Tree,Pittsburgh,PA,DollarTree
35396,Oasis Counseling,Las Vegas,NV,Oasis2Day
35397,Sassy Wink,Mesa,AZ,hschreiner
35398,The Barber Shop,Phoenix,OR,BSSFeed
35399,Vintage Wine Lounge,Charlotte,NC,VETastingLounge
35400,BB&T Ballpark,Charlotte,NC,BBTBallpark
35401,The Stand,Phoenix,AZ,Dunphy_Official
35402,Energy Rite,Phoenix,AZ,ritehite
35403,Williams-Sonoma,Phoenix,AZ,WilliamsSonoma
35404,The UPS Store,Las Vegas,NV,TheUPSStore
35405,ANGL,Las Vegas,NV,Ian_Fraser
35406,Team Tile & Stone,Las Vegas,NV,CTC_Tiles
35407,Red Rock Dental,Las Vegas,NV,mypepsigirl
35408,Walgreens,Henderson,NV,Walgreens
35409,The Art of Shaving,Las Vegas,NV,TheArtofShaving
35410,Alphagraphics,Phoenix,AZ,AlphaGraphics
35411,Arizona's DJ Entertainment,Mesa,AZ,ArizonaPetes
35412,Bass Pro Shops,Las Vegas,NV,BassProShops
35413,McKee Ranch,Las Vegas,NV,mckeeranchlv
35414,Rmc communications,Las Vegas,NV,RobinMCouch
35415,Peak Performance Plus,Scottsdale,AZ,SportsPlusPEAK
35416,Royal Palm Park,Phoenix,AZ,Underagedidiots
35417,NextCare Urgent Care,Phoenix,AZ,NextCare
35418,IHOP,Henderson,NV,IHOP
35419,Ledbetter Electric,Henderson,NV,roseandthorn
35420,Station,Pittsburgh,PA,Space_Station
35421,Korean Restaurant,Charlotte,NC,JinjuuSoho
35422,Integrated Physical Therapy,Phoenix,AZ,JadeIntegrated
35423,Motherhood,Henderson,NV,stefaniefair
35424,Starbucks,Pittsburgh,PA,Starbucks
35425,Streets of New York,Chandler,AZ,StreetsofNY
35426,CPAeXpress,Chandler,AZ,cpaexpress
35427,Steel City Movers,Pittsburgh,PA,SteelCityMovers
35428,QC Canine Design,Charlotte,NC,QC_CanineDesign
35429,Enterprise Rent-A-Car,Las Vegas,NV,Enterprise
35430,Lash Addiction LV,Las Vegas,NV,LashAddictionLV
35431,Taco Mich,Phoenix,AZ,michellejuddd
35432,Skyline Auto Sales,Phoenix,AZ,sales_skyline
35433,Smart & Final,Henderson,NV,smartfinal
35434,Adi Perry,Henderson,NV,Ki__Adi__Mundi
35435,Entrata di Paradiso,Las Vegas,NV,EntrataDiParadi
35436,Crystal Cleaners,Gilbert,AZ,CrystalCleaners
35437,Aztec Bail Bonds,Las Vegas,NV,AztecBailVegas
35438,The Asbury,Charlotte,NC,asburyjukes
35439,Electric Sliders,Scottsdale,AZ,electricsldrs
35440,Blimpie,Phoenix,AZ,BlimpieSubShop
35441,Designer Boulevard,Gilbert,AZ,theboulevardni
35442,Fry's & Fry's Marketplace,Phoenix,AZ,FryEggOfficial
35443,Acme Security,Las Vegas,NV,Acme_Valley
35444,Raptor Plumbing,Las Vegas,NV,RaptorPlumbing0
35445,Time Warner Cable,Charlotte,NC,WarnerMediaGrp
35446,T-Mobile,Charlotte,NC,TMobile
35447,FastQ Communications,Phoenix,AZ,FastQtech
35448,The Game,Las Vegas,NV,thegame
35449,Hennessey's Las Vegas,Las Vegas,NV,LVSaloon
35450,The Beef Jerky Store,Las Vegas,NV,JerkyThe
35451,EMC Insulation,Mesa,AZ,emcinsulation
35452,Home Bazaar,Las Vegas,NV,HomeBazaar
35453,Red Eye Grafix,Las Vegas,NV,redeyegrafix
35454,Subway,Phoenix,AZ,SUBWAY
35455,Ken's Pharmacy,Las Vegas,NV,KensPharmacy
35456,Burger King,Mesa,AZ,BurgerKing
35457,1st Shot Auto Glass,Mesa,AZ,1stShotAG
35458,Enterprise Rent-A-Car,Pittsburgh,PA,Enterprise
35459,Unity of Las Vegas,Las Vegas,NV,ClassicRockFan
35460,Acelero Learning,Henderson,NV,AceleroLearning
35461,Moonlight Car Wash,Henderson,NV,MoonlightCW
35462,Rapid Cash,Las Vegas,NV,speedycash
35463,The Vig Uptown,Phoenix,AZ,TheVigUptown
35464,Runner's Den,Phoenix,AZ,RunnersDen
35465,Pizza Patron,Phoenix,AZ,pizzapatron
35466,Grand Canyon University,Phoenix,AZ,DanMajerle
35467,Sequoia Meadows,Las Vegas,NV,sequoia_meadows
35468,Safelite AutoGlass,Phoenix,AZ,safelite
35469,Pizza Hut,Charlotte,NC,pizzahut
35470,Once Upon a Child,Scottsdale,AZ,Ouacstlouis
35471,THE702FIRM,Las Vegas,NV,The702Firm
35472,Beloved Lily,Gilbert,AZ,lilyskitchen
35473,Little Caesars Pizza,Gilbert,AZ,littlecaesarsmx
35474,Foothills Golf Club,Phoenix,AZ,FoothillsGCAZ
35475,Salon Della Duchess,Phoenix,AZ,SalonDellaDuch
35476,Hair By Elise,Las Vegas,NV,HairByElise
35477,RoadHouse Cinemas,Scottsdale,AZ,RHC_Tucson
35478,Vestique,Charlotte,NC,shopvestique
35479,Children's Urgent Care,Las Vegas,NV,CHUrgentCare
35480,Walgreens,Gilbert,AZ,Walgreens
35481,Greyhound Bus Lines,Las Vegas,NV,GreyhoundBus
35482,Jamba Juice,Charlotte,NC,JambaJuice
35483,Circle K Stores,Phoenix,AZ,CircleKStores
35484,Alamo Hand Car Wash,Las Vegas,NV,ALAMOHANDCARWAS
35485,Secure Parking,Charlotte,NC,secureparking
35486,Americas Best Value Inn,Phoenix,AZ,HotelsABVI
35487,East Valley CrossFit,Chandler,AZ,EastValleyXFit
35488,Simply Kept,Charlotte,NC,robs1970chevy
35489,Firestone Complete Auto Care,Gilbert,AZ,FirestoneAuto
35490,"Eastway Lock & Key, Inc",Charlotte,NC,EastwayLK
35491,Paint Nite,Las Vegas,NV,PaintNite
35492,Port of Subs,Phoenix,AZ,PortofSubs_LV
35493,Sanderson Lincoln,Phoenix,AZ,sandersonlinc
35494,Feldman Orthodontics,Scottsdale,AZ,feldmanorthoaz
35495,Tiffany Cleaners,Scottsdale,AZ,TiffanyCleaners
35496,Don's Appliances,Pittsburgh,PA,dons_appliance
35497,Target,Pittsburgh,PA,Target
35498,Jack In the Box,Charlotte,NC,JackBox
35499,Echelon Autosports,Scottsdale,AZ,EchelonAuto
35500,Winchell's Donut House,Las Vegas,NV,WinchellsDonuts
35501,Wild Nails,Las Vegas,NV,SiansNails
35502,"MK Consultants, Inc.",Phoenix,AZ,MKKeng
35503,Danmar Pet Resort,Phoenix,AZ,DanmarPetResort
35504,US Nails,Phoenix,AZ,nailsmag
35505,We Care Dental,Phoenix,AZ,HenrySchein
35506,Lilac Bakery,Phoenix,AZ,LilacBakery1
35507,Anna's Spa Salon,Phoenix,AZ,AcquaAveda
35508,Urbana Spa,Charlotte,NC,UrbanaWellnessS
35509,Action Glass & Mirror,Charlotte,NC,ActionGlassNM
35510,AAA,Pittsburgh,PA,AAAnews
35511,Global 1 Wholesale Merchant Services,Las Vegas,NV,Global1wms
35512,Iglesia Ni Cristo,Las Vegas,NV,INCMediaNews
35513,Charming Charlie,Henderson,NV,CharmingCharlie
35514,Rainbow Donuts,Phoenix,AZ,glazeartisan
35515,L & B Closets,Gilbert,AZ,CustomClosetsAZ
35516,Ruby Nails Spa,Charlotte,NC,RubyNailsandSpa
35517,Knapp Realty,Henderson,NV,KellerKnapp
35518,Domino's Pizza,Phoenix,AZ,dominos
35519,Precision Garage,Las Vegas,NV,_Precision_az
35520,Giant Eagle,Pittsburgh,PA,GiantEagle
35521,Chase Bank,Phoenix,AZ,Chase
35522,Venus Body Contouring,Phoenix,AZ,daclinicBW
35523,Quest Diagnostics,Pittsburgh,PA,QuestDX
35524,Bargain Max,Charlotte,NC,BargainMax
35525,US Dental Group,Las Vegas,NV,SunLifeUS
35526,Scottsdale Smiles,Scottsdale,AZ,drubloomfield
35527,Husband's Automotive,Scottsdale,AZ,MattBlunt
35528,Bosley - Hair Restoration,Scottsdale,AZ,BosleyMedical
35529,US Storage Centers,Phoenix,AZ,usstoragecenter
35530,Chris Dunham - The Real Estate Guy,Gilbert,AZ,RLS8GUY
35531,Turn Key Property Solutions,Henderson,NV,TurnKeyVR
35532,Arizona Fire And Water Restoration,Phoenix,AZ,azwaterandfire
35533,Budget Rent A Car,Phoenix,AZ,Budget
35534,Walk in Wellness,Phoenix,AZ,goodANDyummy
35535,Bank of America,Las Vegas,NV,BankofAmerica
35536,Andrea Noel,Scottsdale,AZ,metabolizedjunk
35537,Salam Pizza,Charlotte,NC,NadeenSalam
35538,Denny's,Scottsdale,AZ,DennysDiner
35539,Taco Bell,Scottsdale,AZ,tacobell
35540,Pescado Borracho,Gilbert,AZ,brolikewhat1
35541,Record Room,Phoenix,AZ,WhiteRoomRecord
35542,Mammoth Pest,Gilbert,AZ,ericsdixon
35543,Sonic Drive-In,Gilbert,AZ,sonicdrivein
35544,Other Mama,Las Vegas,NV,othermamalv
35545,Team Select Home Care,Phoenix,AZ,teamselecthh
35546,Burlington Coat Factory Warehouse,Pittsburgh,PA,Burlington
35547,Realty Executives,Phoenix,AZ,realtyexec
35548,Lempira Restaurant,Charlotte,NC,Lempiras
35549,The UPS Store,Las Vegas,NV,TheUPSStore
35550,Deja Do,Gilbert,AZ,DejaDoTheatre
35551,7-Eleven,Gilbert,AZ,7eleven
35552,Diamondback Home Theater,Scottsdale,AZ,HomeTheaterAZ
35553,Controlled Rain,Scottsdale,AZ,ControlledRain
35554,Can't Dutch This,Las Vegas,NV,plat0h
35555,Express Employment Professionals,Las Vegas,NV,ExpressIndyN
35556,Bubble Run,Las Vegas,NV,bubblerun
35557,AJ's Auto Service,Henderson,NV,AJsAutoService2
35558,Scottsdale Luxury Properties,Scottsdale,AZ,EVScottsdale
35559,Sonic Drive-In,Tempe,AZ,sonicdrivein
35560,Your Brow Bar,Tempe,AZ,ChloesBeautyBar
35561,Great Clips,Las Vegas,NV,GreatClips
35562,Autozone,Pittsburgh,PA,autozone
