,name,city,state,twitter_handle
19110,Team Orthodontics,Phoenix,AZ,DrRoeder
19111,Lashes del Sol,Phoenix,AZ,LashesdelSol
19112,Valley Auto,Mesa,AZ,SVAutoClub
19113,Best Junk Removal,Mesa,AZ,BestJunkRemoval
19114,Wendy's,Charlotte,NC,Wendys
19115,AZ Lash and Tan,Gilbert,AZ,az_lash
19116,Coronado Park,Phoenix,AZ,VDay10K
19117,Toll Brothers,Las Vegas,NV,tollbrothersinc
19118,Visionworks,Charlotte,NC,VisionWorksLife
19119,Teriyaki Madness,Las Vegas,NV,teriyakimad
19120,Detroit Coney Grill,Phoenix,AZ,AZDetConeygrill
19121,Maricopa County Superior Court,Phoenix,AZ,courtpio
19122,Little Caesars Pizza,Las Vegas,NV,littlecaesarsmx
19123,Big O Tires,Henderson,NV,BigOTiresAZ
19124,Cunningham Cleaners,Charlotte,NC,cunningham104
19125,Nail Tek,Charlotte,NC,NailTekExperts
19126,B H T Transportation,Phoenix,AZ,KhadimQanbar
19127,Jamba Juice,Phoenix,AZ,JambaJuice
19128,Vegas Granite & Marble,Las Vegas,NV,VegasGranite
19129,the little clinic,Mesa,AZ,ENTHouse
19130,Bank of America,Las Vegas,NV,BankofAmerica
19131,Snap Fitness,Las Vegas,NV,snapfitness
19132,Fanco,Las Vegas,NV,SealsSpares
19133,Transmissions A & S,Phoenix,AZ,suaPicturehouse
19134,Ammo AZ,Phoenix,AZ,AmmoZaiter
19135,McDonald's,Mesa,AZ,McDonalds
19136,Wells Fargo Bank,Mesa,AZ,WellsFargo
19137,Brown & Brown Wholesale,Mesa,AZ,jebrownassoc
19138,Trapeze U,Gilbert,AZ,trapezeu
19139,Wells Fargo Bank,Las Vegas,NV,WellsFargo
19140,Zales Jewelers,Mesa,AZ,ZalesJewelers
19141,Brakes Plus,Phoenix,AZ,brakes_plus
19142,Barnes & Noble,Pittsburgh,PA,BNBuzz
19143,Giant Eagle Market District,Pittsburgh,PA,GiantEagle_Jobs
19144,Lincare,Chandler,AZ,AmyatLincare
19145,AutoZone,Chandler,AZ,autozone
19146,McDonald's,Las Vegas,NV,McDonalds
19147,Fossil Outlet,Las Vegas,NV,FossilOutlet
19148,Clockwork Pizza,Tempe,AZ,MatthewFig
19149,China House,Pittsburgh,PA,Philips
19150,Creative By Nature,Charlotte,NC,ShakariSBriggs
19151,Jack In the Box,Las Vegas,NV,JackBox
19152,Fantastic Sams Hair Salons,Mesa,AZ,FSHairSalons
19153,Jiffy Lube,Phoenix,AZ,jiffylube
19154,Rebel Smoke Shop,Mesa,AZ,RebelSmokeShop1
19155,Yoshi Bento,Phoenix,AZ,YoshiSushiBento
19156,Affiliated Podiatry,Henderson,NV,Affil_Podiatry
19157,Flyin' Hawaiian,Phoenix,AZ,FlyinHawaiianFT
19158,The Hive,Phoenix,AZ,VFHIVE
19159,Tri-West,Phoenix,AZ,TriWest
19160,Barro's Pizza,Chandler,AZ,barrospizza
19161,Tropical Smoothie Cafe,Las Vegas,NV,TSmoothieCafe
19162,Walgreens,Phoenix,AZ,Walgreens
19163,LV Moving Co,Las Vegas,NV,LVMovingCo
19164,Gauthier Jewelry,Scottsdale,AZ,GauthierJewelry
19165,Sonic Drive-In,Las Vegas,NV,sonicdrivein
19166,Valleywide Glass,Phoenix,AZ,valleywideglass
19167,Dwn N Out,Phoenix,AZ,dwn_n_out
19168,Backyard Accents,Phoenix,AZ,bbqislandsupply
19169,Albertsons,Chandler,AZ,Albertsons
19170,Water N Ice,Phoenix,AZ,mywaternice
19171,Arizona Foothills Magazine,Phoenix,AZ,MichaelSDee
19172,H&R Block,Scottsdale,AZ,HRBlock
19173,Enterprise Rent-A-Car,Charlotte,NC,Enterprise
19174,Dobra Tea,Pittsburgh,PA,DobraTeaME
19175,Breckenridge,Phoenix,AZ,alexandrabreck1
19176,Sunrise Preschools,Phoenix,AZ,SunriseSchools
19177,United Van Rentals,Las Vegas,NV,LasVegasVans
19178,Sonic Drive-In,Las Vegas,NV,sonicdrivein
19179,Auto Transport 123,Las Vegas,NV,Auto_T123
19180,Einstein Bros Bagels,Charlotte,NC,EinsteinBros
19181,O'Reilly Auto Parts,Phoenix,AZ,oreillyauto
19182,God's Green Earth,Gilbert,AZ,55_AlwaysLive
19183,Meridian,Chandler,AZ,meridiantwp
19184,The Uniform Store,Scottsdale,AZ,TheUniformStore
19185,Reliable Pool Care,Scottsdale,AZ,poolcareaustin
19186,The Greene House,Scottsdale,AZ,MelissaFGreene
19187,"Joel Katz, MD",Las Vegas,NV,katzjoel
19188,Magnolia Spa,Henderson,NV,MagnoliaHtl
19189,Scottsdale Maserati,Phoenix,AZ,AZmaserati
19190,Mr Gus,Charlotte,NC,MrGusBlack
19191,Nesbits' Lanes,Pittsburgh,PA,nesbitslanes
19192,I.FLY Trapeze,Scottsdale,AZ,iflytrapeze
19193,Lifetime Eye Care,Phoenix,AZ,LifetimeEyeRoch
19194,Zen Moto,Scottsdale,AZ,melfolsom
19195,Michael Mina,Las Vegas,NV,ChefMichaelMina
19196,Anthem Dental,Henderson,NV,AnthemVilDental
19197,Suits To You,Henderson,NV,SuitsFans
19198,New Horizons Academy,Las Vegas,NV,NewHorizonsAP
19199,Omelet House,Henderson,NV,OmeletHouseLV
19200,Party Life Buses,Charlotte,NC,PartyLifeBuses
19201,Hair By Damian,Pittsburgh,PA,HairbyDamian
19202,Sonic Drive-In,Las Vegas,NV,sonicdrivein
19203,BackYard BBQ,Las Vegas,NV,BBQFOOD4U
19204,Alderus Mortgage,Las Vegas,NV,AlderusMortgage
19205,Ross Dress for Less,Henderson,NV,Ross_Stores
19206,Studio 223,Gilbert,AZ,studio_223
19207,Goodwill Industries of Southern Piedmont,Charlotte,NC,GoodwillSP
19208,Budget Fence,Las Vegas,NV,budgetfencedfw
19209,Hallmark Cleaners,Pittsburgh,PA,HallmarkCleaner
19210,Smith's,Las Vegas,NV,TheJetOnTNT
19211,Crawl Vegas,Las Vegas,NV,theVegasCrawl
19212,Classic House,Phoenix,AZ,ODEONCinemas
19213,Metier Pharmacy,Phoenix,AZ,MetierPharmacy
19214,Elements Massage,Phoenix,AZ,ElementsMassage
19215,Rio Wax Salon,Phoenix,AZ,RioWaxSalon
19216,Paternoster Law Group,Las Vegas,NV,richardcalland
19217,Pier 1 Imports,Charlotte,NC,pier1
19218,Sin City Balloons,Las Vegas,NV,sincityballoons
19219,Skm Entertainment,Scottsdale,AZ,skmltd
19220,Phoenix Neurological Institute,Chandler,AZ,BarrowNeuro
19221,Speedy Glass,Phoenix,AZ,Speedyglass1
19222,Osborn Place,Phoenix,AZ,OsbornPlace
19223,Bed Bath & Beyond,Mesa,AZ,BedBathBeyond
19224,Jay's Towing,Pittsburgh,PA,JaysTowingKF
19225,Dollar Tree,Charlotte,NC,DollarTree
19226,Smokilicious Bar-B-Q,Las Vegas,NV,SmokiBBQ
19227,Emergency Arts,Las Vegas,NV,EmergencyArts
19228,MY DR NOW,Mesa,AZ,darewolf333
19229,Clubstore Outlet,Phoenix,AZ,clubstorestl
19230,Williams Electric,Las Vegas,NV,MWElectric
19231,Subway,Las Vegas,NV,SUBWAY
19232,The Exchange,Pittsburgh,PA,SEC_News
19233,Red Robin Gourmet Burgers,Phoenix,AZ,redrobinburgers
19234,Wendy's,Charlotte,NC,Wendys
19235,MH Landscaping,Phoenix,AZ,MHLandscaping
19236,Sunrise Preschools,Gilbert,AZ,SunriseSchools
19237,Memories In a Flash,Las Vegas,NV,MemoriesInaFla1
19238,Wholesale Connection,Las Vegas,NV,YCCpackaging
19239,Chicago Title Insurance Company,Mesa,AZ,supmanx
19240,Target Pharmacy,Las Vegas,NV,USMLE_HighYield
19241,Hoshi,Pittsburgh,PA,HoshiSoichiro
19242,Sears Appliance Repair,Las Vegas,NV,topcatappliance
19243,Sterling 920 Terrace,Tempe,AZ,920Sterling
19244,JS Reflexology,Tempe,AZ,Jsreflexology
19245,Einstein Bros Bagels,Las Vegas,NV,EinsteinBros
19246,Famous Footwear,Las Vegas,NV,FamousFootwear
19247,McDonald's,Las Vegas,NV,McDonalds
19248,El Taco Veloz,Charlotte,NC,TacoVelozATL
19249,Dunkin' Donuts,Phoenix,AZ,dunkindonuts
19250,Dairy Queen,Pittsburgh,PA,DairyQueen
19251,Sears Auto Center,Phoenix,AZ,SearsAuto
19252,Chase Bank,Phoenix,AZ,Chase
19253,O'reilly Auto Parts,Charlotte,NC,oreillyauto
19254,QDOBA Mexican Eats,Charlotte,NC,QdobaOKC
19255,Chevron,Las Vegas,NV,Chevron
19256,Papa John's Pizza,Charlotte,NC,PapaJohns
19257,Emerald Phoenix,Phoenix,AZ,YorkshireCCC
19258,T-Mobile,Phoenix,AZ,TMobile
19259,Serendipity Salon & Spa,Pittsburgh,PA,Serendipity_WV
19260,United Car Service,Las Vegas,NV,MIASECURE
19261,USA Money Today,Las Vegas,NV,USATODAYmoney
19262,IHOP,Gilbert,AZ,IHOP
19263,Ginger Garden,Gilbert,AZ,ryanblundell
19264,BGB Painting,Gilbert,AZ,BGBPainting
19265,The Springs Church,Las Vegas,NV,thespringsfl
19266,Jersey Mike's Subs,Las Vegas,NV,jerseymikes
19267,Smith Chiropractic,Pittsburgh,PA,SmithChiro_CA
19268,Take A Hike Vegas,Las Vegas,NV,takeahikevegas
19269,Atomic Trading,Las Vegas,NV,AtomicTradingLV
19270,Lifeguard Staff,Henderson,NV,ryangdunn
19271,Phoenix Flower Shops,Phoenix,AZ,phxflowershops
19272,Perry Ellis,Las Vegas,NV,PEICorp
19273,Ecko,Las Vegas,NV,Ecko_India
19274,Disney Store,Las Vegas,NV,derekburgan
19275,All Mobile Matters,Chandler,AZ,MattersMobile
19276,Kobold Watch,Pittsburgh,PA,koboldwatches
19277,Rechargeable Power Energy,Las Vegas,NV,UrbanElecPower
19278,Bahama Buck's,Chandler,AZ,bahamabucks
19279,The Ironing Lady,Scottsdale,AZ,JackieChappell5
19280,Jack in the Box,Las Vegas,NV,JackBox
19281,Stinky's Bar & Grill,Pittsburgh,PA,StinksBarGrill
19282,Philip Pelusi,Pittsburgh,PA,philippelusi
19283,Brewed Clues,Charlotte,NC,BrewedClues
19284,On The Move,Gilbert,AZ,mbbroberg
19285,CubeSmart Self Storage,Gilbert,AZ,deanjernigan
19286,century communities,Las Vegas,NV,CenturyCommWA
19287,Starbucks,Las Vegas,NV,Starbucks
19288,Lisa's Rum Cake,Gilbert,AZ,LisasRumCake
19289,Save Money Towing,Tempe,AZ,37rdiaz
19290,Wild West Mercantile,Mesa,AZ,WWMERC
19291,Trinity Episcopal Cathedral,Phoenix,AZ,TrinityCathedra
19292,Solar Nails,Las Vegas,NV,ProSolarNailss
19293,The Bagel Man,Phoenix,AZ,alexlekins
19294,CVS Pharmacy,Las Vegas,NV,cvspharmacy
19295,Hearst Tower,Charlotte,NC,HearstTowerNYC
19296,Twirl Cotton Candy,Las Vegas,NV,twirltopia
19297,Huntington Bank,Pittsburgh,PA,Huntington_Bank
19298,Amtrak,Charlotte,NC,Amtrak
19299,Moda,Pittsburgh,PA,rockmoda
19300,Divinity Tattoo,Phoenix,AZ,DivinityTattoo
19301,Giant Eagle,Pittsburgh,PA,GiantEagle
19302,MAC Cosmetics,Pittsburgh,PA,MACcosmetics
19303,Firestone Complete Auto Care,Phoenix,AZ,FirestoneAuto
19304,Compton Plumbing Services,Mesa,AZ,ComptonPlumbing
19305,Supercuts,Las Vegas,NV,Supercuts
19306,Robertos Taco Shop,Las Vegas,NV,RobertosTacosEn
19307,Arizona State Capitol,Phoenix,AZ,AzCapitolTimes
19308,Lobster ME,Las Vegas,NV,LobsterFromME
19309,U.S. Bank,Las Vegas,NV,usbank
19310,Lazeez Mediterranean Grill,Charlotte,NC,Lazeez_grill
19311,Duquesne Incline,Pittsburgh,PA,DuquesneIncline
19312,JCPenney Optical,Mesa,AZ,JCPenneyOptical
19313,America's Best Value Inn,Henderson,NV,abviportland
19314,Tuxedo Junction,Las Vegas,NV,TuxedoJunction1
19315,Hubert Team Cleaning,Charlotte,NC,team_cleaning
19316,Wellspring Books,Gilbert,AZ,WellspringBook
19317,Biscuits,Gilbert,AZ,disco_biscuits
19318,Made By 2 Sisters,Gilbert,AZ,madeby2sisters
19319,Magik House Cleaning,Phoenix,AZ,MagikHc
19320,Yoga Deva,Gilbert,AZ,TheDevaLife
19321,Jazzy Cheesecakes,Charlotte,NC,JazzyCheesecake
19322,Bdm Customs,Tempe,AZ,bdm_customs
19323,Gifted,Las Vegas,NV,TheGiftedonFOX
19324,Subway,Gilbert,AZ,SUBWAY
19325,Arizona Value Shuttle,Mesa,AZ,AZValueShuttle
19326,Fat Boy,Las Vegas,NV,FatboySlim
19327,Glitz Nails And Spa,Henderson,NV,glitznailslv
19328,Labcorp,Mesa,AZ,wjjessen
19329,Queen Nails & Spa,Phoenix,AZ,Queennailsspa1
19330,BFIT4LIFE Boot Camps,Chandler,AZ,bfit4lifeboot
19331,The Tap House,Las Vegas,NV,OtleyTapHouse
19332,Dazzling Skin,Las Vegas,NV,DazzlingSkinBiz
19333,The Management Trust,Las Vegas,NV,ManagementTrust
19334,Wendy's,Pittsburgh,PA,Wendys
19335,WET Pool Party,Scottsdale,AZ,FUNBOYLife
19336,Healing House,Scottsdale,AZ,RereRoberts
19337,Goodwill,Charlotte,NC,GoodwillIntl
19338,David Barton Gym,Las Vegas,NV,DavidBartonGym
19339,Hertz Rent A Car,Las Vegas,NV,Hertz
19340,Jersey Mike's Subs,Phoenix,AZ,jerseymikes
19341,Sharks Market,Phoenix,AZ,stocksharks_
19342,Circle K,Scottsdale,AZ,CircleKStores
19343,BBVA Compass,Scottsdale,AZ,BBVACompass
19344,Poke Bar,Phoenix,AZ,Gopokebar
19345,Ganem Jewelers,Phoenix,AZ,GanemJewelers
19346,Sears Auto Center,Phoenix,AZ,SearsAuto
19347,Tropical Sno,Phoenix,AZ,TropicalSno
19348,Jack In the Box,Chandler,AZ,JackBox
19349,Design Within Reach,Scottsdale,AZ,DWR_Tweets
19350,Salsarita's Fresh Mexican Grill,Charlotte,NC,Salsaritas
19351,Petra Realty Group,Las Vegas,NV,RealtyPetra
19352,Eagle Services,Gilbert,AZ,AuburnVideo
19353,Bubbles of Joy,Gilbert,AZ,Bubbles_JoyShop
19354,Thai Cuisine,Pittsburgh,PA,EatAtBasil
19355,Grand Photography,Gilbert,AZ,RoserGail
19356,Burger Lounge,Las Vegas,NV,Burger_Lounge
19357,Payless Tire Shop,Las Vegas,NV,PaylessTireShop
19358,Monkey Edge,Mesa,AZ,MonkeyEdge
19359,Winestore,Charlotte,NC,SalusburyWine
19360,Jiffy Lube,Las Vegas,NV,jiffylube
19361,Lowe's Home Improvement,Gilbert,AZ,Lowes
19362,La Mirada Apartments,Phoenix,AZ,LaMiradaApts
19363,Pretzeland,Las Vegas,NV,pretzeland
19364,Shiekh Shoes,Las Vegas,NV,PrinceCocky
19365,HoneyBaked Ham,Las Vegas,NV,HoneyBakedMD
19366,Banana Republic,Las Vegas,NV,BananaRepublic
19367,The Legacy Ballroom,Phoenix,AZ,TheLegacyBallrm
19368,Apartment Hunters,Phoenix,AZ,AptHuntersGVL
19369,LA Fitness,Phoenix,AZ,LAFitness
19370,Barnes & Noble Booksellers,Phoenix,AZ,bnbirdcage
19371,My Auto Service,Las Vegas,NV,myZDEGREE
19372,Starbucks,Las Vegas,NV,Starbucks
19373,Kids First Pediatric Dentistry,Chandler,AZ,kidsdentistryct
19374,CDC Pools,Chandler,AZ,CDCPoolsInc
19375,Smile Again Dental,Chandler,AZ,SmileAgainDDS
19376,Majestic Cabinets,Las Vegas,NV,majesticcabine1
19377,Alibi Las Vegas,Las Vegas,NV,Alibilasvegas
19378,Massage Envy - Chandler,Chandler,AZ,MassageEnvyMt
19379,Rockbar,Scottsdale,AZ,rockbar_SCUM
19380,My Townhome Realty,Charlotte,NC,mytownhome
19381,Psychic Chakra Center,Las Vegas,NV,PsychicChakra
19382,Sophia in Sapphire,Las Vegas,NV,sophiainsapphir
19383,Lost Games Escape Rooms,Las Vegas,NV,LostGamesLV
19384,McDonald's,Pittsburgh,PA,McDonalds
19385,Oxi Fresh Carpet Cleaning,Las Vegas,NV,oxifresh
19386,Vapiano,Charlotte,NC,VapianoUK
19387,Kruzin Cuisine,Mesa,AZ,KruzinCuisine
19388,JK Glass,Las Vegas,NV,jk_glass
19389,Insight Wellness,Charlotte,NC,InsightWellness
19390,Performance Plus,Henderson,NV,PerformancePOil
19391,Veranda Bistro,Phoenix,AZ,VerandaBistro
19392,Chophouse & Brewery,Las Vegas,NV,ChopHouseBrew
19393,Lynn's World Quality Consignment,Las Vegas,NV,lynnsworldtpc
19394,Parque,Las Vegas,NV,NationalZoo
19395,Eyebrows R Us,Las Vegas,NV,eyebrowsrus
19396,The Donut Bouquet,Las Vegas,NV,thedonutbouquet
19397,Magura's,Las Vegas,NV,Kmagura
19398,Kelli's Kupcakes,Scottsdale,AZ,KellisKupcakes
19399,Papa Murphy's,Chandler,AZ,papamurphys
19400,Walgreens,Pittsburgh,PA,Walgreens
19401,The UPS Store,Gilbert,AZ,TheUPSStore
19402,Denton Peterson,Mesa,AZ,TrueDenton
19403,Autozone,Mesa,AZ,autozone
19404,CVS,Las Vegas,NV,cvspharmacy
19405,Skysong,Scottsdale,AZ,ASUSkySong
19406,Jack In the Box,Scottsdale,AZ,JackBox
19407,ARCO ampm,Las Vegas,NV,RialtoArcoAmPM
19408,European Speed & Service,Phoenix,AZ,singlescom
19409,Got You Covered,Phoenix,AZ,fox32news
19410,Grooming Tails,Scottsdale,AZ,groomingtailsva
19411,Didn't Do It Bail Bonds,Mesa,AZ,BailBonds611
19412,First Class Auto Glass,Henderson,NV,FirstClassAutoG
19413,Horizon Eye Care,Charlotte,NC,horizoneye
19414,Masters of Tint,Tempe,AZ,MastersOfTint
19415,Nevada State Bank,Henderson,NV,NevadaStateBank
19416,Delta Metals,Phoenix,AZ,deltametalsinc
19417,Broadstone Roosevelt,Phoenix,AZ,BSRooseveltRow
19418,Smoothie King,Phoenix,AZ,SmoothieKing
19419,Arizona RV Supercenter,Mesa,AZ,azrv_suprcntr
19420,CP Development,Pittsburgh,PA,CPfootball_IRL
19421,Vegas Flip Flops,Las Vegas,NV,NewKids4Vegas
19422,Equal Rights For Divorced Fathers,Las Vegas,NV,vegasstrong18
19423,Fiddlestix,Las Vegas,NV,fiddlestix
19424,Classic Wedding Wear,Las Vegas,NV,weddingwear
19425,Savers,Las Vegas,NV,SaversHB
19426,Green Forest Churrascaria,Pittsburgh,PA,GreenForestChu1
19427,Tuesday Morning,Phoenix,AZ,TuesdayMorning
19428,Tacos El Rodeo,Las Vegas,NV,TacosDeRodeo
19429,McDonald's,Phoenix,AZ,McDonalds
19430,The UPS Store,Phoenix,AZ,TheUPSStore
19431,Michaels,Mesa,AZ,MichaelsStores
19432,Famous Footwear,Mesa,AZ,FamousFootwear
19433,Trendsetters,Las Vegas,NV,KDTrendsetters
19434,Yogi's Bistro,Phoenix,AZ,YogisBistro
19435,Global Chiropractic,Tempe,AZ,DrMShelton
19436,El Pollo Loco,Tempe,AZ,ElPolloLoco
19437,Tactical Restoration,Tempe,AZ,TacticalRestore
19438,The Walking Gourmet,Las Vegas,NV,TapasInMalaga
19439,Bojangles' Famous Chicken 'n Biscuits,Charlotte,NC,Bojangles1977
19440,Warrior Dash,Phoenix,AZ,WarriorDash
19441,Baby Bargains,Mesa,AZ,HotBabyBargains
19442,Pink Box Doughnuts,Las Vegas,NV,PinkBoxDonutsLV
19443,Tri-City Cardiology,Mesa,AZ,TriCityCardio
19444,D  &  C  Nails,Phoenix,AZ,edd74d8c365048c
19445,McDonald's,Phoenix,AZ,McDonalds
19446,Jacked Ice,Phoenix,AZ,JackedIce
19447,8 - The Salon,Charlotte,NC,JYSexton
19448,Kay Jewelers,Charlotte,NC,KayJewelers
19449,Coffee Rush,Gilbert,AZ,CoffeeRush
19450,The Mix Up Bar,Phoenix,AZ,TheMixUpBar
19451,Classy Closets,Las Vegas,NV,ClassyClosetsUS
19452,The Home Depot,Mesa,AZ,HomeDepot
19453,We DO Property Management,Pittsburgh,PA,DwellRealtyPdx
19454,Bashas,Phoenix,AZ,BashasMarkets
19455,Love Your Skin,Las Vegas,NV,NaturallyMade4U
19456,Kids Learning Path,Las Vegas,NV,KKidsNY
19457,Pollo Campero,Charlotte,NC,CamperoUSA
19458,AZ Mattress Outlet,Tempe,AZ,AZ_Mattress
19459,Pei Wei,Phoenix,AZ,PeiWei
19460,Strategic Marketing Services,Mesa,AZ,aseanstrategic
19461,AutoZone,Mesa,AZ,autozone
19462,Best Maid AZ,Phoenix,AZ,BestMaidAZ
19463,Canyon Car Wash,Phoenix,AZ,canyoncarwash
19464,Mill Cue Club,Tempe,AZ,MillCueClub
19465,H&M,Tempe,AZ,hm
19466,Del Taco,Gilbert,AZ,DelTaco
19467,Robison Orthodontics,Gilbert,AZ,RobisonOrtho
19468,McDonald's,Las Vegas,NV,McDonalds
19469,Asset Realty & Management,Henderson,NV,Suntide
19470,Firestone Complete Auto Care,Scottsdale,AZ,FirestoneAuto
19471,McDonald's,Pittsburgh,PA,McDonalds
19472,Yogis Grill,Phoenix,AZ,YogisFtWorth
19473,Batteries Plus Bulbs,Tempe,AZ,batteriesplus
19474,FYE,Tempe,AZ,officialfye
19475,Air Command,Chandler,AZ,AFSpace
19476,Therapeutic Retreat,Tempe,AZ,whiteleysayr
19477,Jamba Juice,Tempe,AZ,JambaJuice
19478,The Genius Truck,Scottsdale,AZ,FoodGasmHtown
19479,Kyoto Bowl,Phoenix,AZ,Golbo51
19480,Shell,Phoenix,AZ,Shell
19481,Razzle Dazzle,Las Vegas,NV,kelleyboothe
19482,Barrow Neurological Institute,Phoenix,AZ,BarrowNeuro
19483,Anna's Alterations,Charlotte,NC,alterationsanna
19484,Shoe In,Las Vegas,NV,Car_Shoe
19485,Paul Meyer Park,Las Vegas,NV,depaulcampusrec
19486,K & B Garage Door Co,Las Vegas,NV,KBGarageDoorCo
19487,Southwest Kidney Institute,Tempe,AZ,InstituteKidney
19488,Jessica Knits,Scottsdale,AZ,jessicaknits
19489,Christ Life Church,Tempe,AZ,lifechurch
19490,MT Real Estate,Chandler,AZ,MTRealEstateAZ
19491,Rite Aid,Pittsburgh,PA,riteaid
19492,Junction Tire,Mesa,AZ,ApacheTireAZ
19493,Henderson Police Department,Henderson,NV,HendersonPD
19494,Brow Art 23,Charlotte,NC,BrowArt23
19495,Portola Del Sol,Las Vegas,NV,PortolaDelSolNV
19496,Ice Castle,Pittsburgh,PA,IceCastleArena
19497,Waffallonia,Pittsburgh,PA,waffallonia
19498,Great Clips,Mesa,AZ,GreatClips
19499,Mt Baker Vapor,Mesa,AZ,MtBakerVapor
19500,Hair In the City,Charlotte,NC,KiyahWright
19501,Evapeology,Gilbert,AZ,evapeology
19502,Speed Star Auto Transport,Las Vegas,NV,transport_speed
19503,Port of Subs,Gilbert,AZ,PortofSubs_LV
19504,Sun Valley Community Church - Gilbert,Gilbert,AZ,SVCCGilbert
19505,Hello Bistro,Pittsburgh,PA,HelloBistro
19506,1 800 Cooling,Phoenix,AZ,Nortek_HVAC
19507,Grace Reflexology,Tempe,AZ,AmazingGraceRef
19508,PC Doctor,Pittsburgh,PA,pcdoctorardee
19509,Pro Glass America,Henderson,NV,Glassproamerica
19510,Starbucks,Mesa,AZ,Starbucks
19511,Subway,Las Vegas,NV,SUBWAY
19512,Mister Wong,Phoenix,AZ,MisterAndyWong
19513,Club Dance Studio,Mesa,AZ,Acting4Dancers
19514,Concentra Urgent Care,Phoenix,AZ,alanayers
19515,Ruby Tuesday,Charlotte,NC,rubytuesday
19516,Ashford Place,Charlotte,NC,ashford_place
19517,Preferred Homecare,Tempe,AZ,tophomecare
19518,Subway,Phoenix,AZ,SUBWAY
19519,Shutters Cheap,Las Vegas,NV,CRollerShutters
19520,Nail Image,Las Vegas,NV,kate_mink
19521,Frenzy,Las Vegas,NV,AlisonSudol
19522,Albertsons,Las Vegas,NV,Albertsons
19523,Tobacco Leaf,Las Vegas,NV,TobaccoLeaf_MD
19524,Michael Hibner,Phoenix,AZ,mhibner68
19525,TGI Fridays,Las Vegas,NV,TGIFridays
19526,Snaps,Las Vegas,NV,FoxySnaps
19527,Discount Tire,Chandler,AZ,DiscountTire
19528,Need for Sweets,Las Vegas,NV,formysweetsuk
19529,Cukis,Las Vegas,NV,cukis_fsk8
19530,Check City,Las Vegas,NV,NashvilleMCC
19531,Alana Castillo,Las Vegas,NV,AlanaCastilllo
19532,Platinum Collision,Las Vegas,NV,PLATINUM_GROUP
19533,Inspired Beauty Salon,Las Vegas,NV,Purityspaexeter
19534,Starbucks,Charlotte,NC,Starbucks
19535,InTown Suites,Charlotte,NC,RTsIntownSuites
19536,The Greek Pita,Phoenix,AZ,GreekPitaPlace
19537,Cactus Tactical,Phoenix,AZ,cactus_tactical
19538,McDonald's,Mesa,AZ,McDonalds
19539,Bruegger's Bagels,Pittsburgh,PA,Brueggers
19540,Palm Medical Group,Las Vegas,NV,AmicusMedical
19541,F & S Electronics,Las Vegas,NV,SayItAint_Rik
19542,Circa Salon,Henderson,NV,circa_92
19543,Jump For Fun,Phoenix,AZ,JumpStart3D
19544,American Deli,Charlotte,NC,AfroDeli
19545,GNC,Tempe,AZ,GNCLiveWell
19546,Foothills Sports Medicine Physical Therapy,Tempe,AZ,comesha
19547,Another Broken Egg Cafe,Charlotte,NC,BrokenEggCafe
19548,Denny's,Phoenix,AZ,DennysDiner
19549,Tacos & Tequilas,Phoenix,AZ,locopeztacos
19550,Findlay Customs,Henderson,NV,FindlayCustoms
19551,The UPS Store,Las Vegas,NV,TheUPSStore
19552,Limelite Pro Audio & Dj Supply,Las Vegas,NV,Limelite_dj
19553,HomeGoods,Pittsburgh,PA,HomeGoods
19554,Chelsea's Kitchen,Phoenix,AZ,TomsKitchens
19555,House Hunters,Las Vegas,NV,HouseHuntersUSA
19556,Sunrise Coffee,Las Vegas,NV,velvet_sunrise
19557,Great Harvest Bread Company,Las Vegas,NV,GHCville
19558,Master Barbershop,Scottsdale,AZ,MastersBarberLA
19559,Kilt Rental USA,Scottsdale,AZ,kiltrentalusa
19560,Boston Dental,Las Vegas,NV,DHWBoston
19561,Eyeglass World,Pittsburgh,PA,EyeglassWorld
19562,One Kick's Gym,Las Vegas,NV,OneKicksGym
19563,Rodgers & Rodgers,Las Vegas,NV,AaronRodgers12
19564,Thomas S Holly,Phoenix,AZ,Thomstarr
19565,Johns Pro Clean,Phoenix,AZ,JohnsProClean
19566,Community Montessori School,Phoenix,AZ,cmsindiana
19567,Luxxi Salon,Phoenix,AZ,LUXXISALON
19568,Pizza Di Roma,Pittsburgh,PA,PizzaDi
19569,EXOS,Phoenix,AZ,TeamEXOS
19570,Lane Bryant,Henderson,NV,lanebryant
19571,TLC Moving,Chandler,AZ,TLCMovingStorag
19572,Neo Nails,Chandler,AZ,NeoNails45
19573,Dragon Wok,Gilbert,AZ,DragonWok
19574,Beers of the Burgh,Pittsburgh,PA,BeersoftheBurgh
19575,BBV SALON,Scottsdale,AZ,bbvsalon
19576,Studio 251,Scottsdale,AZ,ItsMrYungDrew2U
19577,McDowell Sonoran Preserve,Scottsdale,AZ,McDowellSonoran
19578,Carrabba's Italian Grill,Scottsdale,AZ,Carrabbas
19579,Fire House Bar & Lounge,Charlotte,NC,ThreeAcres
19580,Beautiful Addictions,Phoenix,AZ,hejkaconnor
19581,Yinz Guys Pizza,Pittsburgh,PA,Yinz_Guys_Pizza
19582,Shogun,Phoenix,AZ,totalwar
19583,Smith's Marketplace,Las Vegas,NV,CBMCNorthland
19584,Sunset Clinic,Las Vegas,NV,sunsetvetclinic
